"body","entityname","userid","username","createdAt","entityName","address","city","country","state"
"😀😀🤣🤣🤣","1115 S Delano Ct Parking","QlrmRgsY5AccrLVnC1YXoKhuZc23","Xintong Wu","2018-11-10 22:24:07.783+00","1115 S Delano Ct Parking","1115 S Delano Ct, Chicago","Chicago","United States","Illinois"
"😄😃🍉🎈🤩","Broadstone Clarendon","CPWYUwh1HxcAsgdwfqtFisoqU5J3","Simran Patil","2018-11-11 09:41:35.404+00","Broadstone Clarendon","105 Warren Avenue North, Seattle","Seattle","United States","Washington"
"🇹🇭🐔👵🎉🎂","Oros Thai Restaurant","105856798281199967470","Sujay Khandekar","2018-11-11 22:45:48.286+00","Oros Thai Restaurant","6177 Santa Teresa Boulevard, San Jose","San Jose","United States","California"
"🌞🌇👔✊","Burlingame CalTrain Station","105856798281199967470","Sujay Khandekar","2018-11-12 16:21:13.608+00","Burlingame CalTrain Station","United States","Burlingame","United States","California"
"🐓🥦🥇📅😍","P.F. Chang's","108032751776815363988","Jerry Talton","2018-11-14 02:28:55.994+00","P.F. Chang's","900 Stanford Shopping Center bldg w, Palo Alto","Palo Alto","United States","California"
"👨‍👩‍👦😍🥜🐓😋","P.F. Chang's","106173579224565293482","Kala Shivaramaiah","2018-11-14 02:42:45.512+00","P.F. Chang's","900 Stanford Shopping Center bldg w, Palo Alto","Palo Alto","United States","California"
"🃏🎲👫👫👫","Rincon Center","105856798281199967470","Sujay Khandekar","2018-11-14 05:52:42.288+00","Rincon Center","121 Spear Street, San Francisco","San Francisco","United States","California"
"😷💨🏭❌🔭","San Francisco","105856798281199967470","Sujay Khandekar","2018-11-16 01:12:05.919+00","San Francisco","San Francisco","San Francisco","United States","California"
"😷💨😭👎","San Francisco","108032751776815363988","Jerry Talton","2018-11-16 02:13:38.221+00","San Francisco","San Francisco","San Francisco","United States","California"
"🎄🌳🔥😷😭","California","Ybwj1wTN0rVKBHTbr4YbiK0JMyc2","Sampath Kumar","2018-11-16 02:23:08.719+00","California","","Sanger","United States","California"
"🚅🤯❌😷🤦‍♂️","San Francisco","105856798281199967470","Sujay Khandekar","2018-11-16 17:22:21.164+00","San Francisco","San Francisco","San Francisco","United States","California"
"🍺👋👩😢","Anchor Public Taps","105856798281199967470","Sujay Khandekar","2018-11-17 01:10:59.327+00","Anchor Public Taps","495 De Haro Street, San Francisco","San Francisco","United States","California"
"🥐🍩☕🤤","Pekara Bakery & Bistro","10155200088205955","Ranjitha Kumar","2018-11-17 19:17:51.706+00","Pekara Bakery & Bistro","116 North Neil Street, Champaign","Champaign","United States","Illinois"
"💅🎨💓✨👍","Salon Xpression","10211909841598672","Cynthia J Coleman","2018-11-17 23:26:16.295+00","Salon Xpression","2027 South Neil Street, Champaign","Champaign","United States","Illinois"
"☕👬👩🏻💬","Blue Bottle Coffee","10155963998008817","Deniz Arsan","2018-11-18 21:59:13.374+00","Blue Bottle Coffee","66 Mint Street, San Francisco","San Francisco","United States","California"
"🥀🍸🍊🍍🍹","Lock & Key","904147553087729","Charis Ryu","2018-11-19 04:02:14.68+00","Lock & Key","239 Vermont Avenue, Los Angeles","Los Angeles","United States","California"
"🤩🤑😍","Saint Laurent Beverly Center","904147553087729","Charis Ryu","2018-11-19 04:05:05.657+00","Saint Laurent Beverly Center","8500 Beverly Boulevard #758, Los Angeles","Los Angeles","United States","California"
"🍣🥗🆗👫👫","Sushi Fumi","904147553087729","Charis Ryu","2018-11-19 04:14:21.744+00","Sushi Fumi","359 North La Cienega Boulevard, Los Angeles","West Hollywood","United States","California"
"🍄🍳🍔👌","Umami Burger Grove","904147553087729","Charis Ryu","2018-11-19 04:20:45.469+00","Umami Burger Grove","189 The Grove Drive C-10, Los Angeles","Los Angeles","United States","California"
"😁🙌🐤🥚🍜","Masa Ramen and Sake Bar","10215323205660534","Austin Sun","2018-11-19 06:40:11.521+00","Masa Ramen and Sake Bar","864 Blossom Hill Road, San Jose","San Jose","United States","California"
"🥩🐑❤️🌅🌊","Pelican Grill","10156074801518874","Stephanie Raelene Herrera","2018-11-19 17:38:49.764+00","Pelican Grill","22800 South Pelican Hill Road, Newport Coast","Newport Beach","United States","California"
"🤤🥞🥞🥞🍳","Cozy Corner Restaurant & Pancake House","10209215430457530","Julia Megan Sullivan","2018-11-21 17:34:48.363+00","Cozy Corner Restaurant & Pancake House","6349 North Clark Street, Chicago","Chicago","United States","Illinois"
"⛸️🏒👨‍👩‍👧‍👦🐻🦅","MB Ice Arena","10209215430457530","Julia Megan Sullivan","2018-11-22 01:30:02.118+00","MB Ice Arena","1801 West Jackson Boulevard, Chicago","Chicago","United States","Illinois"
"☕🍫🦃👫❄️","Starbucks","108032751776815363988","Jerry Talton","2018-11-22 15:38:36.092+00","Starbucks","9525 Braddock Road, Fairfax","Fairfax","United States","Virginia"
"🈳1️⃣🤦🏻‍♂️🦃🈳","Burnham 310","10212391291791338","Jinda Han","2018-11-23 00:52:12.652+00","Burnham 310","310 East Springfield Avenue, Champaign","Champaign","United States","Illinois"
"🤤😢","Saravanaa Bhavan Restaurant","htinzXo0U8gSKo8oHgG1WEkqWXc2","Sanjay Kumar","2018-11-23 19:53:30.62+00","Saravanaa Bhavan Restaurant","170 Rue du Faubourg Saint-Denis, Paris","Paris","France","Île-de-France"
"🌲👈🔜🎄🤩","Calvary Hill Baptist Church","10155200088205955","Ranjitha Kumar","2018-11-23 21:55:34.183+00","Calvary Hill Baptist Church","9301 Little River Turnpike, Fairfax","Fairfax","United States","Virginia"
"🇺🇲⏩🇲🇽👌","Cross Border Xpress","1647801008617579","Oliver Melvin","2018-11-24 06:47:27.896+00","Cross Border Xpress","2745 Otay Pacific Drive, San Diego","San Diego","United States","California"
"🇹🇷☕👨👨🤝","Philz Coffee","105856798281199967470","Sujay Khandekar","2018-11-24 20:36:37.22+00","Philz Coffee","125 South Frances Street, Sunnyvale","Sunnyvale","United States","California"
"🚀🛰️🤫🛩️🤩","Steven F. Udvar-Hazy Center","10155200088205955","Ranjitha Kumar","2018-11-24 20:43:36.272+00","Steven F. Udvar-Hazy Center","14390 Air and Space Museum Parkway, Chantilly","Chantilly","United States","Virginia"
"🌌🚀🛩️🚁🛰️","Steven F. Udvar-Hazy Center","108032751776815363988","Jerry Talton","2018-11-25 08:30:19.45+00","Steven F. Udvar-Hazy Center","14390 Air and Space Museum Parkway, Chantilly","Chantilly","United States","Virginia"
"☕😍🏃‍♂️🚅😅","Blue Bottle Coffee","108032751776815363988","Jerry Talton","2018-11-26 14:35:55.143+00","Blue Bottle Coffee","Union Station, 50 Massachusetts Avenue Northeast m160, Washington","Washington","United States","District of Columbia"
"⏳⏳⏳⏳","South Station","htinzXo0U8gSKo8oHgG1WEkqWXc2","Sanjay Kumar","2018-11-26 23:49:44.278+00","South Station","700 Atlantic Avenue #2, Boston","Boston","United States","Massachusetts"
"🤦‍♀️🤦‍♀️🤦‍♀️","The Tower at Third","sRUqQch8k6QAqWT64dwHiRYR7gB3","Kayla Lin","2018-11-27 05:03:07.667+00","The Tower at Third","302 East John Street #100, Champaign","Champaign","United States","Illinois"
"🌧️🌧️🌧️🌧️😍","Seattle","IVxTrnRwMxWyhshYhy7iKvbdYmm2","Sunaya Shivakumar","2018-11-27 05:46:07.658+00","Seattle","Seattle","Seattle","United States","Washington"
"👩‍👧‍👧🍽️🥃☔😍","Seattle","106173579224565293482","Kala Shivaramaiah","2018-11-27 06:16:35.165+00","Seattle","Seattle","Seattle","United States","Washington"
"🍑🌶️🍍🥃🤩","Rachel’s Ginger Beer","106173579224565293482","Kala Shivaramaiah","2018-11-28 23:37:58.686+00","Rachel’s Ginger Beer","1610 12th Avenue, Seattle","Seattle","United States","Washington"
"🌶️🐓👎😖🤬","Rachel’s Ginger Beer","106173579224565293482","Kala Shivaramaiah","2018-11-29 00:05:59.569+00","Rachel’s Ginger Beer","1610 12th Avenue, Seattle","Seattle","United States","Washington"
"🌶️💻➕🧀🤤","Beecher's Handmade Cheese","106173579224565293482","Kala Shivaramaiah","2018-11-29 02:24:22.2+00","Beecher's Handmade Cheese","1600 Pike Place, Seattle","Seattle","United States","Washington"
"🧀🧀🧀😋","Beecher's Handmade Cheese","IVxTrnRwMxWyhshYhy7iKvbdYmm2","Sunaya Shivakumar","2018-11-29 02:25:57.006+00","Beecher's Handmade Cheese","1600 Pike Place, Seattle","Seattle","United States","Washington"
"🍗🐔🍄🤔","Pike Place Market","106173579224565293482","Kala Shivaramaiah","2018-11-29 20:53:29.451+00","Pike Place Market","Seattle","Seattle","United States","Washington"
"🏛️🎭📝💯👍","Ravindra Kala Kshethra","105541935333594264230","usha shree","2018-12-02 19:07:26.233+00","Ravindra Kala Kshethra","Besides Town Hall, J.C.Rd, Kumbaragundi, Sampangi Rama Nagar, Bengaluru","Bengaluru","India","Karnataka"
"🌹🍾🍫🐻😋","Sugarfina","106173579224565293482","Kala Shivaramaiah","2018-12-03 01:43:46.12+00","Sugarfina","377 Santana Row #1015, San Jose","San Jose","United States","California"
"🚅⛅📖✋🚗","San Francisco @ 4th & King St","105856798281199967470","Sujay Khandekar","2018-12-03 17:06:06.718+00","San Francisco @ 4th & King St","700 4th Street, San Francisco","San Francisco","United States","California"
"😪🤓👨‍🏫💻🛌","Sidney Pacific Graduate Residence","FsTAzsALKxbZnvkEsGJYudXIaR83","Doğa Doğan","2018-12-05 03:43:09.628+00","Sidney Pacific Graduate Residence","70 Pacific Street, Cambridge","Cambridge","United States","Massachusetts"
"🛬🛌💤","Circus Circus Reno Skytower Parking","imKur6dQMxYb8x5zU0gyJcoLIkw1","Jeffrey Bigham","2018-12-07 02:56:31.212+00","Circus Circus Reno Skytower Parking","516 West Street, Reno","Reno","United States","Nevada"
"☕🐔🥪⚡👍","Einstein Brothers Bagels","10155200088205955","Ranjitha Kumar","2018-12-07 21:21:45.171+00","Einstein Brothers Bagels","Stoughton Street, Urbana","Urbana","United States","Illinois"
"🇸🇬⚫🌶️🍆👍","Banana Leaf Restaurant","Ybwj1wTN0rVKBHTbr4YbiK0JMyc2","Sampath Kumar","2018-12-07 23:42:24.445+00","Banana Leaf Restaurant","182 Ranch Drive, Milpitas","Milpitas","United States","California"
"🚫🥐🍩☹️","Pekara Bakery And Bistro","106173579224565293482","Kala Shivaramaiah","2018-12-08 19:32:31.07+00","Pekara Bakery And Bistro","811 West Springfield Avenue, Champaign","Champaign","United States","Illinois"
"👨‍👨‍👧‍👦🌮","Laughing Planet","imKur6dQMxYb8x5zU0gyJcoLIkw1","Jeffrey Bigham","2018-12-08 20:15:23.283+00","Laughing Planet","650 Tahoe Street, Reno","Reno","United States","Nevada"
"☕👨‍💻👨‍🔬👨‍🏫🧙‍♂️","Human-Computer Interaction Institute","imKur6dQMxYb8x5zU0gyJcoLIkw1","Jeffrey Bigham","2018-12-11 01:16:45.216+00","Human-Computer Interaction Institute","5000 Forbes Avenue, Pittsburgh","Pittsburgh","United States","Pennsylvania"
"💅🌹✨😍","Modern Nails Salon","10155200088205955","Ranjitha Kumar","2018-12-11 23:10:05.151+00","Modern Nails Salon","1711 West Kirby Avenue, Champaign","Champaign","United States","Illinois"
"🚆👩‍👧","Illinois Terminal","10155200088205955","Ranjitha Kumar","2018-12-13 16:45:53.553+00","Illinois Terminal","United States","Champaign","United States","Illinois"
"🛫🏡🎄🎁👌","United Airlines","106173579224565293482","Kala Shivaramaiah","2018-12-14 00:20:32.13+00","United Airlines","Terminal 1, O'Hare International Airport, 10000 West O'Hare Ave, Chicago","Chicago","United States","Illinois"
"🍺🎶🕺","San Pedro Square Market Bar","imKur6dQMxYb8x5zU0gyJcoLIkw1","Jeffrey Bigham","2018-12-14 04:56:44.461+00","San Pedro Square Market Bar","87 North San Pedro Street, San Jose","San Jose","United States","California"
"😋😋😋😋😍","Maison Alyzée","106173579224565293482","Kala Shivaramaiah","2018-12-14 22:10:35.573+00","Maison Alyzée","212 Castro Street, Mountain View","Mountain View","United States","California"
"🐔🥪🍄🍟😋","Scratch","10155200088205955","Ranjitha Kumar","2018-12-15 00:11:10.197+00","Scratch","401 Castro Street #100, Mountain View","Mountain View","United States","California"
"💅🎨✨💖","Salon Xpression","10211909841598672","Cynthia J Coleman","2018-12-16 18:44:07.465+00","Salon Xpression","2027 South Neil Street, Champaign","Champaign","United States","Illinois"
"👨‍💻🙇‍♂️😴🛏️💤","Burnham 310","10212391291791338","Jinda Han","2018-12-17 09:04:07.371+00","Burnham 310","310 East Springfield Avenue, Champaign","Champaign","United States","Illinois"
"🌅🐦☕😊","Caffe Paradiso","4fSiQkmyzzSrHMcu6b221awqU6j1","Yasemin Cicek","2018-12-17 14:27:08.494+00","Caffe Paradiso","801 South Lincoln Avenue, Urbana","Urbana","United States","Illinois"
"🦞🥖😋","Scratch","106173579224565293482","Kala Shivaramaiah","2018-12-21 01:48:44.546+00","Scratch","401 Castro Street #100, Mountain View","Mountain View","United States","California"
"🔵🦈😱🍣🆗","Koma Sushi Restaurant","IVxTrnRwMxWyhshYhy7iKvbdYmm2","Sunaya Shivakumar","2018-12-21 03:26:00.294+00","Koma Sushi Restaurant","211 El Camino Real, Menlo Park","Menlo Park","United States","California"
"🐟🐠🍣😋😅","Koma Sushi Restaurant","106173579224565293482","Kala Shivaramaiah","2018-12-21 03:46:41.543+00","Koma Sushi Restaurant","211 El Camino Real, Menlo Park","Menlo Park","United States","California"
"✂️🥣🍓☕👍","Corner Bakery Cafe","10155200088205955","Ranjitha Kumar","2018-12-21 19:02:11.727+00","Corner Bakery Cafe","3375 El Camino Real, Palo Alto","Palo Alto","United States","California"
"🏡","Platinum Site","Iu1XASl2srh9EV8rrmUNbAWyjNG3","Bahar Cila","2018-12-21 20:02:10.719+00","Platinum Site","Yalı Mahallesi","","Turkey","İzmir"
"🚘⛽","GetGo","imKur6dQMxYb8x5zU0gyJcoLIkw1","Jeffrey Bigham","2018-12-22 00:32:10.671+00","GetGo","1043 South Braddock Avenue, Pittsburgh","Pittsburgh","United States","Pennsylvania"
"🍲🍟🐄🙃","Outback Steakhouse","htinzXo0U8gSKo8oHgG1WEkqWXc2","Sanjay Kumar","2018-12-22 04:40:18.224+00","Outback Steakhouse","632 Blossom Hill Road, San Jose","San Jose","United States","California"
"🥩🍟🥗👍","Outback Steakhouse","IVxTrnRwMxWyhshYhy7iKvbdYmm2","Sunaya Shivakumar","2018-12-22 04:55:07.344+00","Outback Steakhouse","632 Blossom Hill Road, San Jose","San Jose","United States","California"
"🥩🥔👨‍👩‍👧‍👦👍","Outback Steakhouse","10155200088205955","Ranjitha Kumar","2018-12-22 05:18:26.129+00","Outback Steakhouse","632 Blossom Hill Road, San Jose","San Jose","United States","California"
"👨‍💻📝✍️🗣️🙇‍♂️","Burnham 310","10212391291791338","Jinda Han","2018-12-22 07:18:27.03+00","Burnham 310","310 East Springfield Avenue, Champaign","Champaign","United States","Illinois"
"🥐😊","Maison Alyzée","htinzXo0U8gSKo8oHgG1WEkqWXc2","Sanjay Kumar","2018-12-22 19:08:23.616+00","Maison Alyzée","212 Castro Street, Mountain View","Mountain View","United States","California"
"🔴🐞🍰😋","Maison Alyzée","IVxTrnRwMxWyhshYhy7iKvbdYmm2","Sunaya Shivakumar","2018-12-22 19:17:32.688+00","Maison Alyzée","212 Castro Street, Mountain View","Mountain View","United States","California"
"🌶️🐓🍚🔜🏠","Biryaniz","106173579224565293482","Kala Shivaramaiah","2018-12-22 19:53:04.153+00","Biryaniz","246 Castro Street, Mountain View","Mountain View","United States","California"
"👨‍👩‍👧‍👧👦🏽🥐🥖🥰","Maison Alyzée","106173579224565293482","Kala Shivaramaiah","2018-12-22 20:33:21.502+00","Maison Alyzée","212 Castro Street, Mountain View","Mountain View","United States","California"
"🐑🍚🤤🙃","Biryaniz","htinzXo0U8gSKo8oHgG1WEkqWXc2","Sanjay Kumar","2018-12-22 22:06:09.384+00","Biryaniz","246 Castro Street, Mountain View","Mountain View","United States","California"
"🧀💣🥓🍾🎉","Costco Wholesale","106173579224565293482","Kala Shivaramaiah","2018-12-23 18:43:18.649+00","Costco Wholesale","5301 Almaden Expressway, San Jose","San Jose","United States","California"
"🍜🥟🍔🍛😴","Miss Saigon","10212391291791338","Jinda Han","2018-12-24 18:29:46.173+00","Miss Saigon","710 Washington Avenue, Miami Beach","Miami Beach","United States","Florida"
"❌🥖","Maison Alyzée","htinzXo0U8gSKo8oHgG1WEkqWXc2","Sanjay Kumar","2018-12-25 00:02:40.417+00","Maison Alyzée","212 Castro Street, Mountain View","Mountain View","United States","California"
"❌🥖","Manresa Bread","htinzXo0U8gSKo8oHgG1WEkqWXc2","Sanjay Kumar","2018-12-25 00:04:23.471+00","Manresa Bread","195 East Campbell Avenue, Campbell","Campbell","United States","California"
"🚫🥖🙄😡","Manresa Bread","106173579224565293482","Kala Shivaramaiah","2018-12-25 00:05:55.156+00","Manresa Bread","195 East Campbell Avenue, Campbell","Campbell","United States","California"
"🚫🥖🙄😡🤬","Maison Alyzée","106173579224565293482","Kala Shivaramaiah","2018-12-25 00:07:07.894+00","Maison Alyzée","212 Castro Street, Mountain View","Mountain View","United States","California"
"🐠🐟🦑🍝🤤","Poseidon Greek Boutique Seafood Restaurant","10212391291791338","Jinda Han","2018-12-25 17:12:49.675+00","Poseidon Greek Boutique Seafood Restaurant","1131 Washington Avenue, Miami Beach","Miami Beach","United States","Florida"
"🚘👨‍👨‍👧‍👦🎄🎁❄️","Clearcreek Township","imKur6dQMxYb8x5zU0gyJcoLIkw1","Jeffrey Bigham","2018-12-25 18:56:12.088+00","Clearcreek Township","","Stoutsville","United States","Ohio"
"🍧🍦🥭🍓🐮","Gelateria 4D","ITWmeibCgYVvpimix1bjXx3cBbm2","Kate Zhao","2018-12-25 19:10:01.209+00","Gelateria 4D","670 Lincoln Road Mall, Miami Beach","Miami Beach","United States","Florida"
"🍧🍨➡️🚹🚺","Gelateria 4D","10212391291791338","Jinda Han","2018-12-25 19:10:24.958+00","Gelateria 4D","670 Lincoln Road Mall, Miami Beach","Miami Beach","United States","Florida"
"🛌👨‍👨‍👧‍👦☕🏃‍♂️🚘","Clearcreek Township","imKur6dQMxYb8x5zU0gyJcoLIkw1","Jeffrey Bigham","2018-12-26 14:55:24.27+00","Clearcreek Township","","Stoutsville","United States","Ohio"
"🏃‍♂️","Amanda-Clearcreek Local School District","imKur6dQMxYb8x5zU0gyJcoLIkw1","Jeffrey Bigham","2018-12-26 17:45:32.953+00","Amanda-Clearcreek Local School District","","Amanda","United States","Ohio"
"🦞🦞🍔👌🎙️","DJ's Clam Shack","10212391291791338","Jinda Han","2018-12-27 00:39:53.453+00","DJ's Clam Shack","629 Duval Street, Key West","Key West","United States","Florida"
"👍😴🏀👨‍👩‍👦‍👦👨‍👩‍👦‍👦","Rizhao","10215323205660534","Austin Sun","2018-12-27 13:22:01.369+00","Rizhao","Rizhao, Shandong, China","Rizhao","China","Shandong"
"😴🏩⛴️🛳️🛥️","The Perry Hotel - Key West","10212391291791338","Jinda Han","2018-12-27 13:29:01.313+00","The Perry Hotel - Key West","7001 Shrimp Road, Key West","Stock Island","United States","Florida"
"🚨💡🗼🎑👥","Key West Lighthouse","10212391291791338","Jinda Han","2018-12-27 17:15:49.166+00","Key West Lighthouse","938 Whitehead Street, Key West","Key West","United States","Florida"
"🏝️🌇🛳️🦈🌊","Wisteria Island","10212391291791338","Jinda Han","2018-12-27 22:27:13.432+00","Wisteria Island","","East Rockland Key","United States","Florida"
"🌙😴🛌🏩👩‍❤️‍👨","Courtyard by Marriott Miami West/FL Turnpike","10212391291791338","Jinda Han","2018-12-28 04:41:18.583+00","Courtyard by Marriott Miami West/FL Turnpike","11580 Northwest 105th Street, Miami","Miami","United States","Florida"
"⏰🔜💺🛫❄️","Miami International Airport","10212391291791338","Jinda Han","2018-12-28 04:42:18.385+00","Miami International Airport","2100 NW 42nd Ave, Miami","Miami","United States","Florida"
"✍️📝📮💌📦","United States Postal Service","10212391291791338","Jinda Han","2018-12-28 04:51:41.269+00","United States Postal Service","400 Whitehead Street, Key West","Key West","United States","Florida"
"🐟🍟🥫🍓","QFC","imKur6dQMxYb8x5zU0gyJcoLIkw1","Jeffrey Bigham","2018-12-28 22:52:08.376+00","QFC","1801 North 45th Street, Seattle","Seattle","United States","Washington"
"🥢👍","Garden Fresh Chinese Vegan Cuisine","30gMXZ1MnLe94xiqQZbwjvfWqOq2","David Karger","2018-12-30 04:02:03.21+00","Garden Fresh Chinese Vegan Cuisine","460 Ramona Street, Palo Alto","Palo Alto","United States","California"
"🌯🔥🇲🇽","Andalé","zUDmPvF8Jscw9ykmv5nvhNnG7YM2","Grish Ma","2018-12-31 00:43:26.422+00","Andalé","6 North Santa Cruz Avenue, Los Gatos","Los Gatos","United States","California"
"🎨🖌️🆒","Patricia Rovzar Gallery","IVxTrnRwMxWyhshYhy7iKvbdYmm2","Sunaya Shivakumar","2018-12-31 02:14:14.79+00","Patricia Rovzar Gallery","1111 1st Avenue, Seattle","Seattle","United States","Washington"
"🍺🌯👨‍👨‍👧‍👦","Lot No. 3","imKur6dQMxYb8x5zU0gyJcoLIkw1","Jeffrey Bigham","2018-12-31 03:53:07.847+00","Lot No. 3","460 106th Avenue Northeast, Bellevue","Bellevue","United States","Washington"
"☁️☁️☁️☁️🙂","Seattle","IVxTrnRwMxWyhshYhy7iKvbdYmm2","Sunaya Shivakumar","2018-12-31 17:56:34.255+00","Seattle","Seattle","Seattle","United States","Washington"
"🍡🍢🍜🍆🍗","Dumpling noodle BBQ","10212391291791338","Jinda Han","2018-12-31 23:24:34.627+00","Dumpling noodle BBQ","715 South Neil Street, Champaign","Champaign","United States","Illinois"
"🆕👂🎇🕛🛌","Seattle","IVxTrnRwMxWyhshYhy7iKvbdYmm2","Sunaya Shivakumar","2019-01-01 15:17:59.28+00","Seattle","Seattle","Seattle","United States","Washington"
"🛥️🐟","Ballard (Hiram M. Chittenden) Locks","imKur6dQMxYb8x5zU0gyJcoLIkw1","Jeffrey Bigham","2019-01-01 23:40:54.225+00","Ballard (Hiram M. Chittenden) Locks","3015 Northwest 54th Street, Seattle","Seattle","United States","Washington"
"🍺","Latona Pub","imKur6dQMxYb8x5zU0gyJcoLIkw1","Jeffrey Bigham","2019-01-03 04:32:34.164+00","Latona Pub","6423 Latona Avenue Northeast, Seattle","Seattle","United States","Washington"
"😴☕😃","Blue Bottle Coffee","10155200088205955","Ranjitha Kumar","2019-01-03 13:57:35.802+00","Blue Bottle Coffee","Union Station, 50 Massachusetts Avenue Northeast m160, Washington","Washington","United States","District of Columbia"
"🤪🤯😛🤩😍","Hoppumm","R7SnIqacQcd3YXv8Q0ekZAVjxcF2","Natasha Cox","2019-01-04 10:37:45.067+00","Hoppumm","Shop no. 8, Rafi Mansion, 28th Road, Bandra West, Mumbai","Mumbai","India","Maharashtra"
"☕🛫","Delta Sky Club","imKur6dQMxYb8x5zU0gyJcoLIkw1","Jeffrey Bigham","2019-01-05 19:19:13.607+00","Delta Sky Club","17801 International Boulevard, Seattle","SeaTac","United States","Washington"
"🍤🍚⚜️💓","Elizabeth's","105856798281199967470","Sujay Khandekar","2019-01-05 19:33:25.052+00","Elizabeth's","601 Gallier Street, New Orleans","New Orleans","United States","Louisiana"
"🧓📚👃😌☺️","Globe Bookstore","IVxTrnRwMxWyhshYhy7iKvbdYmm2","Sunaya Shivakumar","2019-01-05 21:36:42.792+00","Globe Bookstore","218 1st Avenue South, Seattle","Seattle","United States","Washington"
"🍵🥛😋💯","Urban Ritual Cafe","1818871448126667","James Lee","2019-01-05 21:50:47.693+00","Urban Ritual Cafe","488 Fell Street, San Francisco","San Francisco","United States","California"
"🖼️🌌🤩","The Museum of Modern Art","10155200088205955","Ranjitha Kumar","2019-01-05 21:52:29.285+00","The Museum of Modern Art","11 West 53rd Street, New York","New York","United States","New York"
"🚫🥫🥫🥫☹️","The Museum of Modern Art","10155200088205955","Ranjitha Kumar","2019-01-05 21:53:24.472+00","The Museum of Modern Art","11 West 53rd Street, New York","New York","United States","New York"
"🕯️🇫🇷🏠","Napoleon House","105856798281199967470","Sujay Khandekar","2019-01-06 00:12:58.691+00","Napoleon House","500 Chartres Street, New Orleans","New Orleans","United States","Louisiana"
"🍷🍽️🍝🇹🇭💵","Maypop","105856798281199967470","Sujay Khandekar","2019-01-06 03:26:47.033+00","Maypop","611 O'Keefe Avenue, New Orleans","New Orleans","United States","Louisiana"
"💤","Wilkins Ave at Beechwood Blvd","imKur6dQMxYb8x5zU0gyJcoLIkw1","Jeffrey Bigham","2019-01-07 02:35:04.907+00","Wilkins Ave at Beechwood Blvd","United States","Pittsburgh","United States","Pennsylvania"
"🤩","Kohl's Schaumburg West","lKlAPrXbDFdxA6H20byRG73mzbg2","Henry Woo","2019-01-07 20:28:57.358+00","Kohl's Schaumburg West","171 Barrington Road, Schaumburg","Schaumburg","United States","Illinois"
"🍻⚪⚫💡🌌","Brieux Carré Brewing Co.","105856798281199967470","Sujay Khandekar","2019-01-08 00:49:35.187+00","Brieux Carré Brewing Co.","2115 Decatur Street, New Orleans","New Orleans","United States","Louisiana"
"🤑🖤😙✊👫","Sour Sally MKG 3","10215323205660534","Austin Sun","2019-01-09 14:42:46.279+00","Sour Sally MKG 3","Lantai 3 Dekat foodcourt, Jl. Mandiri Tengah, RT.13/RW.18, Klp. Gading Tim., Kota Jkt Utara","","Indonesia","Daerah Khusus Ibukota Jakarta"
"🐐🐕🐐🐕🛣️","Antigua","10155200088205955","Ranjitha Kumar","2019-01-11 19:43:38.654+00","Antigua","","Buckleys","Antigua and Barbuda","Saint John"
"❌🏖️👎🧴🐈","Sugar Ridge Resort Antigua","108032751776815363988","Jerry Talton","2019-01-11 21:12:41.514+00","Sugar Ridge Resort Antigua","Tottenham Park ,Jolly Harbour, Valley Road","","Antigua & Barbuda",""
"❌🦋🧖‍♂️🦞🤔","Sheer Rocks","108032751776815363988","Jerry Talton","2019-01-12 01:38:11.03+00","Sheer Rocks","Ffryes Beach, Valley Road, St Johns","","Antigua and Barbuda","Saint Mary"
"🍹🥥🍍😋","Sheer Rocks","10155200088205955","Ranjitha Kumar","2019-01-12 02:16:55.105+00","Sheer Rocks","Ffryes Beach, Valley Road, St Johns","","Antigua and Barbuda","Saint Mary"
"🐓🐐🇮🇳🧀🆗","Biryaniz","106173579224565293482","Kala Shivaramaiah","2019-01-12 20:52:18.131+00","Biryaniz","246 Castro Street, Mountain View","Mountain View","United States","California"
"😎","Actors Institute","cBIpg1LBqHRUpPyo0htp3NNk3Pj1","Marshall Campbell","2019-01-13 11:01:36.152+00","Actors Institute","6210 Kilmer Street, Cheverly","Cheverly","United States","Maryland"
"🚘😰🥃🇦🇬😄","Premier Cru","10155200088205955","Ranjitha Kumar","2019-01-15 20:10:30.991+00","Premier Cru","Friars Hill Road, Saint John's","","",""
"🏖️👍👃🤔","Ffryes Beach","10155200088205955","Ranjitha Kumar","2019-01-16 00:06:30.831+00","Ffryes Beach","","","Antigua and Barbuda","Saint Mary"
"👨‍👨‍👧‍👦👨‍💻☕","Wilkins Ave at Beechwood Blvd","imKur6dQMxYb8x5zU0gyJcoLIkw1","Jeffrey Bigham","2019-01-18 13:48:46.237+00","Wilkins Ave at Beechwood Blvd","United States","Pittsburgh","United States","Pennsylvania"
"🍫🥐➡️👦😅","Manresa Bread","106173579224565293482","Kala Shivaramaiah","2019-01-19 19:03:06.66+00","Manresa Bread","195 East Campbell Avenue, Campbell","Campbell","United States","California"
"👣🛁😌","Tee Nails & Spa","qKSVykMsNtPtEshtwLbOLYylXeJ3","Julia Megan Sullivan","2019-01-21 18:57:40.403+00","Tee Nails & Spa","2715 North Vermilion Street #3, Danville","Danville","United States","Illinois"
